Datum,Gemeentenaam,Gemeentecode,Provincienaam,Aantal
2020-03-11,Ermelo,233,Gelderland,1
2020-03-11,Nijmegen,268,Gelderland,4
2020-03-11,Renkum,274,Gelderland,7
2020-03-11,Rheden,275,Gelderland,1
2020-03-11,Tiel,281,Gelderland,1
2020-03-11,Voorst,285,Gelderland,1
2020-03-11,Wijchen,296,Gelderland,1
2020-03-11,Zaltbommel,297,Gelderland,1
2020-03-11,Amersfoort,307,Utrecht,2
2020-03-11,De Bilt,310,Utrecht,10
2020-03-11,Houten,321,Utrecht,13
2020-03-11,Soest,342,Utrecht,8
2020-03-11,Utrecht,344,Utrecht,18
2020-03-11,Woudenberg,351,Utrecht,1
2020-03-11,Wijk bij Duurstede,352,Utrecht,1
2020-03-11,IJsselstein,353,Utrecht,1
2020-03-11,Zeist,355,Utrecht,3
2020-03-11,Aalsmeer,358,Noord-Holland,2
2020-03-11,Alkmaar,361,Noord-Holland,1
2020-03-11,Amstelveen,362,Noord-Holland,2
2020-03-11,Amsterdam,363,Noord-Holland,8
2020-03-11,Beverwijk,375,Noord-Holland,4
2020-03-11,Blaricum,376,Noord-Holland,1
2020-03-11,Bloemendaal,377,Noord-Holland,1
2020-03-11,Diemen,384,Noord-Holland,2
2020-03-11,Haarlem,392,Noord-Holland,1
2020-03-11,Heemstede,397,Noord-Holland,1
2020-03-11,Den Helder,400,Noord-Holland,1
2020-03-11,Huizen,406,Noord-Holland,2
2020-03-11,Langedijk,416,Noord-Holland,1
2020-03-11,Purmerend,439,Noord-Holland,1
2020-03-11,Schagen,441,Noord-Holland,1
2020-03-11,Zaanstad,479,Noord-Holland,2
2020-03-11,Alphen aan den Rijn,484,Zuid-Holland,2
2020-03-11,Delft,503,Zuid-Holland,1
2020-03-11,Gouda,513,Zuid-Holland,2
2020-03-11,'s-Gravenhage,518,Zuid-Holland,7
2020-03-11,Hardinxveld-Giessendam,523,Zuid-Holland,5
2020-03-11,Leiden,546,Zuid-Holland,1
2020-03-11,Noordwijk,575,Zuid-Holland,2
2020-03-11,Oegstgeest,579,Zuid-Holland,2
2020-03-11,Ridderkerk,597,Zuid-Holland,1
2020-03-11,Rotterdam,599,Zuid-Holland,15
2020-03-11,Albrandswaard,613,Zuid-Holland,1
2020-03-11,Westvoorne,614,Zuid-Holland,1
2020-03-11,Waddinxveen,627,Zuid-Holland,1
2020-03-11,Woerden,632,Utrecht,2
2020-03-11,Borsele,654,Zeeland,1
2020-03-11,Goes,664,Zeeland,2
2020-03-11,West Maas en Waal,668,Gelderland,1
2020-03-11,Veere,717,Zeeland,2
2020-03-11,Bergen op Zoom,748,Noord-Brabant,1
2020-03-11,Best,753,Noord-Brabant,3
2020-03-11,Boekel,755,Noord-Brabant,7
2020-03-11,Breda,758,Noord-Brabant,32
2020-03-11,Deurne,762,Noord-Brabant,3
2020-03-11,Dongen,766,Noord-Brabant,4
2020-03-11,Eindhoven,772,Noord-Brabant,8
2020-03-11,Etten-Leur,777,Noord-Brabant,5
2020-03-11,Geertruidenberg,779,Noord-Brabant,1
2020-03-11,Goirle,785,Noord-Brabant,6
2020-03-11,Haaren,788,Noord-Brabant,6
2020-03-11,Helmond,794,Noord-Brabant,12
2020-03-11,'s-Hertogenbosch,796,Noord-Brabant,5
2020-03-11,Heusden,797,Noord-Brabant,2
2020-03-11,Hilvarenbeek,798,Noord-Brabant,1
2020-03-11,Loon op Zand,809,Noord-Brabant,7
2020-03-11,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,1
2020-03-11,Oisterwijk,824,Noord-Brabant,4
2020-03-11,Oss,828,Noord-Brabant,2
2020-03-11,Sint-Michielsgestel,845,Noord-Brabant,5
2020-03-11,Son en Breugel,848,Noord-Brabant,1
2020-03-11,Waterland,852,Noord-Holland,1
2020-03-11,Tilburg,855,Noord-Brabant,42
2020-03-11,Uden,856,Noord-Brabant,18
2020-03-11,Veldhoven,861,Noord-Brabant,1
2020-03-11,Vught,865,Noord-Brabant,1
2020-03-11,Waalre,866,Noord-Brabant,1
2020-03-11,Waalwijk,867,Noord-Brabant,6
2020-03-11,Zundert,879,Noord-Brabant,2
2020-03-11,Heerlen,917,Limburg,1
2020-03-11,Maastricht,935,Limburg,8
2020-03-11,Roermond,957,Limburg,1
2020-03-11,Simpelveld,965,Limburg,2
2020-03-11,Stein,971,Limburg,1
2020-03-11,Venlo,983,Limburg,1
2020-03-11,Lelystad,995,Flevoland,1
2020-03-11,Utrechtse Heuvelrug,1581,Utrecht,2
2020-03-11,Lansingerland,1621,Zuid-Holland,4
2020-03-11,Leudal,1640,Limburg,3
2020-03-11,Gemert-Bakel,1652,Noord-Brabant,4
2020-03-11,Heeze-Leende,1658,Noord-Brabant,1
2020-03-11,Roosendaal,1674,Noord-Brabant,1
2020-03-11,Schouwen-Duiveland,1676,Zeeland,1
2020-03-11,Cuijk,1684,Noord-Brabant,1
2020-03-11,Landerd,1685,Noord-Brabant,2
2020-03-11,Lingewaard,1705,Gelderland,2
2020-03-11,Cranendonck,1706,Noord-Brabant,1
2020-03-11,Drimmelen,1719,Noord-Brabant,1
2020-03-11,Bernheze,1721,Noord-Brabant,2
2020-03-11,Bergeijk,1724,Noord-Brabant,1
2020-03-11,Neder-Betuwe,1740,Gelderland,1
2020-03-11,Dinkelland,1774,Overijssel,2
2020-03-11,Bronckhorst,1876,Gelderland,2
2020-03-11,Sittard-Geleen,1883,Limburg,20
2020-03-11,Peel en Maas,1894,Limburg,3
2020-03-11,Stichtse Vecht,1904,Utrecht,5
2020-03-11,Leidschendam-Voorburg,1916,Zuid-Holland,2
2020-03-11,Pijnacker-Nootdorp,1926,Zuid-Holland,5
2020-03-11,Krimpenerwaard,1931,Zuid-Holland,3
2020-03-11,Gooise Meren,1942,Noord-Holland,3
2020-03-11,Berg en Dal,1945,Gelderland,3
2020-03-11,Meierijstad,1948,Noord-Brabant,13
2020-03-11,Beekdaelen,1954,Limburg,8
2020-03-11,Altena,1959,Noord-Brabant,4
2020-03-11,West Betuwe,1960,Gelderland,2
2020-03-11,Vijfheerenlanden,1961,Utrecht,1
2020-03-11,Hoeksche Waard,1963,Zuid-Holland,2
2020-03-12,,-1,,12
2020-03-12,Groningen,14,Groningen,2
2020-03-12,Almere,34,Flevoland,1
2020-03-12,Zeewolde,50,Flevoland,1
2020-03-12,Leeuwarden,80,Friesland,1
2020-03-12,Opsterland,86,Friesland,2
2020-03-12,Smallingerland,90,Friesland,1
2020-03-12,Coevorden,109,Drenthe,11
2020-03-12,Emmen,114,Drenthe,1
2020-03-12,Hoogeveen,118,Drenthe,1
2020-03-12,Almelo,141,Overijssel,1
2020-03-12,Borne,147,Overijssel,2
2020-03-12,Enschede,153,Overijssel,3
2020-03-12,Hellendoorn,163,Overijssel,2
2020-03-12,Raalte,177,Overijssel,1
2020-03-12,Tubbergen,183,Overijssel,1
2020-03-12,Zwolle,193,Overijssel,2
2020-03-12,Apeldoorn,200,Gelderland,2
2020-03-12,Arnhem,202,Gelderland,4
2020-03-12,Beuningen,209,Gelderland,3
2020-03-12,Buren,214,Gelderland,1
2020-03-12,Culemborg,216,Gelderland,1
2020-03-12,Ermelo,233,Gelderland,3
2020-03-12,Harderwijk,243,Gelderland,2
2020-03-12,Nijmegen,268,Gelderland,6
2020-03-12,Renkum,274,Gelderland,7
2020-03-12,Rheden,275,Gelderland,1
2020-03-12,Tiel,281,Gelderland,2
2020-03-12,Voorst,285,Gelderland,1
2020-03-12,Wijchen,296,Gelderland,2
2020-03-12,Zaltbommel,297,Gelderland,1
2020-03-12,Amersfoort,307,Utrecht,4
2020-03-12,De Bilt,310,Utrecht,11
2020-03-12,Houten,321,Utrecht,13
2020-03-12,Soest,342,Utrecht,8
2020-03-12,Utrecht,344,Utrecht,25
2020-03-12,Veenendaal,345,Utrecht,1
2020-03-12,Woudenberg,351,Utrecht,1
2020-03-12,Wijk bij Duurstede,352,Utrecht,2
2020-03-12,IJsselstein,353,Utrecht,1
2020-03-12,Zeist,355,Utrecht,4
2020-03-12,Aalsmeer,358,Noord-Holland,2
2020-03-12,Alkmaar,361,Noord-Holland,1
2020-03-12,Amstelveen,362,Noord-Holland,2
2020-03-12,Amsterdam,363,Noord-Holland,11
2020-03-12,Beverwijk,375,Noord-Holland,5
2020-03-12,Blaricum,376,Noord-Holland,1
2020-03-12,Bloemendaal,377,Noord-Holland,1
2020-03-12,Diemen,384,Noord-Holland,2
2020-03-12,Haarlem,392,Noord-Holland,1
2020-03-12,Heemstede,397,Noord-Holland,2
2020-03-12,Den Helder,400,Noord-Holland,1
2020-03-12,Huizen,406,Noord-Holland,1
2020-03-12,Landsmeer,415,Noord-Holland,2
2020-03-12,Langedijk,416,Noord-Holland,1
2020-03-12,Purmerend,439,Noord-Holland,1
2020-03-12,Schagen,441,Noord-Holland,1
2020-03-12,Velsen,453,Noord-Holland,1
2020-03-12,Zaanstad,479,Noord-Holland,2
2020-03-12,Alphen aan den Rijn,484,Zuid-Holland,3
2020-03-12,Barendrecht,489,Zuid-Holland,1
2020-03-12,Delft,503,Zuid-Holland,1
2020-03-12,Gouda,513,Zuid-Holland,2
2020-03-12,'s-Gravenhage,518,Zuid-Holland,7
2020-03-12,Hardinxveld-Giessendam,523,Zuid-Holland,5
2020-03-12,Hellevoetsluis,530,Zuid-Holland,1
2020-03-12,Katwijk,537,Zuid-Holland,1
2020-03-12,Krimpen aan den IJssel,542,Zuid-Holland,1
2020-03-12,Leiden,546,Zuid-Holland,1
2020-03-12,Nieuwkoop,569,Zuid-Holland,1
2020-03-12,Noordwijk,575,Zuid-Holland,2
2020-03-12,Oegstgeest,579,Zuid-Holland,2
2020-03-12,Ridderkerk,597,Zuid-Holland,1
2020-03-12,Rotterdam,599,Zuid-Holland,15
2020-03-12,Albrandswaard,613,Zuid-Holland,1
2020-03-12,Westvoorne,614,Zuid-Holland,1
2020-03-12,Vlaardingen,622,Zuid-Holland,1
2020-03-12,Waddinxveen,627,Zuid-Holland,1
2020-03-12,Woerden,632,Utrecht,2
2020-03-12,Borsele,654,Zeeland,1
2020-03-12,Goes,664,Zeeland,2
2020-03-12,West Maas en Waal,668,Gelderland,2
2020-03-12,Reimerswaal,703,Zeeland,1
2020-03-12,Veere,717,Zeeland,1
2020-03-12,Vlissingen,718,Zeeland,2
2020-03-12,Bergen op Zoom,748,Noord-Brabant,1
2020-03-12,Best,753,Noord-Brabant,3
2020-03-12,Boekel,755,Noord-Brabant,8
2020-03-12,Boxtel,757,Noord-Brabant,1
2020-03-12,Breda,758,Noord-Brabant,42
2020-03-12,Deurne,762,Noord-Brabant,3
2020-03-12,Pekela,765,Groningen,1
2020-03-12,Dongen,766,Noord-Brabant,4
2020-03-12,Eersel,770,Noord-Brabant,1
2020-03-12,Eindhoven,772,Noord-Brabant,8
2020-03-12,Etten-Leur,777,Noord-Brabant,5
2020-03-12,Geertruidenberg,779,Noord-Brabant,1
2020-03-12,Goirle,785,Noord-Brabant,6
2020-03-12,Haaren,788,Noord-Brabant,6
2020-03-12,Helmond,794,Noord-Brabant,14
2020-03-12,'s-Hertogenbosch,796,Noord-Brabant,8
2020-03-12,Heusden,797,Noord-Brabant,2
2020-03-12,Hilvarenbeek,798,Noord-Brabant,3
2020-03-12,Loon op Zand,809,Noord-Brabant,6
2020-03-12,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,1
2020-03-12,Oisterwijk,824,Noord-Brabant,5
2020-03-12,Oosterhout,826,Noord-Brabant,1
2020-03-12,Oss,828,Noord-Brabant,3
2020-03-12,Sint-Michielsgestel,845,Noord-Brabant,5
2020-03-12,Son en Breugel,848,Noord-Brabant,1
2020-03-12,Waterland,852,Noord-Holland,1
2020-03-12,Tilburg,855,Noord-Brabant,50
2020-03-12,Uden,856,Noord-Brabant,21
2020-03-12,Veldhoven,861,Noord-Brabant,1
2020-03-12,Vught,865,Noord-Brabant,2
2020-03-12,Waalre,866,Noord-Brabant,1
2020-03-12,Waalwijk,867,Noord-Brabant,6
2020-03-12,Zundert,879,Noord-Brabant,2
2020-03-12,Landgraaf,882,Limburg,1
2020-03-12,Heerlen,917,Limburg,2
2020-03-12,Maastricht,935,Limburg,8
2020-03-12,Roermond,957,Limburg,1
2020-03-12,Simpelveld,965,Limburg,2
2020-03-12,Stein,971,Limburg,1
2020-03-12,Venlo,983,Limburg,2
2020-03-12,Lelystad,995,Flevoland,1
2020-03-12,Utrechtse Heuvelrug,1581,Utrecht,2
2020-03-12,Lansingerland,1621,Zuid-Holland,4
2020-03-12,Leudal,1640,Limburg,4
2020-03-12,Gemert-Bakel,1652,Noord-Brabant,7
2020-03-12,Heeze-Leende,1658,Noord-Brabant,1
2020-03-12,Roosendaal,1674,Noord-Brabant,1
2020-03-12,Schouwen-Duiveland,1676,Zeeland,2
2020-03-12,Cuijk,1684,Noord-Brabant,1
2020-03-12,Landerd,1685,Noord-Brabant,2
2020-03-12,Lingewaard,1705,Gelderland,2
2020-03-12,Cranendonck,1706,Noord-Brabant,1
2020-03-12,Drimmelen,1719,Noord-Brabant,3
2020-03-12,Bernheze,1721,Noord-Brabant,4
2020-03-12,Bergeijk,1724,Noord-Brabant,1
2020-03-12,Neder-Betuwe,1740,Gelderland,1
2020-03-12,Geldrop-Mierlo,1771,Noord-Brabant,1
2020-03-12,Dinkelland,1774,Overijssel,1
2020-03-12,Bronckhorst,1876,Gelderland,2
2020-03-12,Sittard-Geleen,1883,Limburg,20
2020-03-12,Peel en Maas,1894,Limburg,4
2020-03-12,Súdwest-Fryslân,1900,Friesland,1
2020-03-12,Bodegraven-Reeuwijk,1901,Zuid-Holland,1
2020-03-12,Stichtse Vecht,1904,Utrecht,5
2020-03-12,Leidschendam-Voorburg,1916,Zuid-Holland,2
2020-03-12,Pijnacker-Nootdorp,1926,Zuid-Holland,5
2020-03-12,Nissewaard,1930,Zuid-Holland,1
2020-03-12,Krimpenerwaard,1931,Zuid-Holland,3
2020-03-12,De Fryske Marren,1940,Friesland,1
2020-03-12,Gooise Meren,1942,Noord-Holland,3
2020-03-12,Berg en Dal,1945,Gelderland,3
2020-03-12,Meierijstad,1948,Noord-Brabant,18
2020-03-12,Beekdaelen,1954,Limburg,8
2020-03-12,Altena,1959,Noord-Brabant,5
2020-03-12,West Betuwe,1960,Gelderland,2
2020-03-12,Vijfheerenlanden,1961,Utrecht,1
2020-03-12,Hoeksche Waard,1963,Zuid-Holland,1
2020-03-13,,-1,,28
2020-03-13,Groningen,14,Groningen,3
2020-03-13,Almere,34,Flevoland,1
2020-03-13,Zeewolde,50,Flevoland,1
2020-03-13,Leeuwarden,80,Friesland,1
2020-03-13,Opsterland,86,Friesland,2
2020-03-13,Smallingerland,90,Friesland,1
2020-03-13,Coevorden,109,Drenthe,11
2020-03-13,Emmen,114,Drenthe,1
2020-03-13,Hoogeveen,118,Drenthe,1
2020-03-13,Almelo,141,Overijssel,1
2020-03-13,Borne,147,Overijssel,3
2020-03-13,Enschede,153,Overijssel,3
2020-03-13,Hellendoorn,163,Overijssel,2
2020-03-13,Raalte,177,Overijssel,1
2020-03-13,Tubbergen,183,Overijssel,1
2020-03-13,Zwolle,193,Overijssel,2
2020-03-13,Apeldoorn,200,Gelderland,2
2020-03-13,Arnhem,202,Gelderland,4
2020-03-13,Beuningen,209,Gelderland,3
2020-03-13,Buren,214,Gelderland,2
2020-03-13,Culemborg,216,Gelderland,2
2020-03-13,Druten,225,Gelderland,1
2020-03-13,Duiven,226,Gelderland,1
2020-03-13,Elburg,230,Gelderland,1
2020-03-13,Ermelo,233,Gelderland,4
2020-03-13,Harderwijk,243,Gelderland,2
2020-03-13,Nijmegen,268,Gelderland,8
2020-03-13,Oldebroek,269,Gelderland,1
2020-03-13,Renkum,274,Gelderland,7
2020-03-13,Rheden,275,Gelderland,1
2020-03-13,Tiel,281,Gelderland,2
2020-03-13,Voorst,285,Gelderland,1
2020-03-13,Wijchen,296,Gelderland,3
2020-03-13,Zaltbommel,297,Gelderland,1
2020-03-13,Nunspeet,302,Gelderland,1
2020-03-13,Dronten,303,Flevoland,2
2020-03-13,Amersfoort,307,Utrecht,4
2020-03-13,De Bilt,310,Utrecht,11
2020-03-13,Houten,321,Utrecht,13
2020-03-13,Soest,342,Utrecht,8
2020-03-13,Utrecht,344,Utrecht,26
2020-03-13,Veenendaal,345,Utrecht,1
2020-03-13,Woudenberg,351,Utrecht,1
2020-03-13,Wijk bij Duurstede,352,Utrecht,2
2020-03-13,IJsselstein,353,Utrecht,1
2020-03-13,Zeist,355,Utrecht,4
2020-03-13,Aalsmeer,358,Noord-Holland,3
2020-03-13,Alkmaar,361,Noord-Holland,1
2020-03-13,Amstelveen,362,Noord-Holland,3
2020-03-13,Amsterdam,363,Noord-Holland,20
2020-03-13,Beverwijk,375,Noord-Holland,5
2020-03-13,Blaricum,376,Noord-Holland,1
2020-03-13,Bloemendaal,377,Noord-Holland,1
2020-03-13,Diemen,384,Noord-Holland,2
2020-03-13,Haarlem,392,Noord-Holland,4
2020-03-13,Heemskerk,396,Noord-Holland,1
2020-03-13,Heemstede,397,Noord-Holland,2
2020-03-13,Heiloo,399,Noord-Holland,2
2020-03-13,Den Helder,400,Noord-Holland,1
2020-03-13,Huizen,406,Noord-Holland,1
2020-03-13,Landsmeer,415,Noord-Holland,2
2020-03-13,Langedijk,416,Noord-Holland,3
2020-03-13,Purmerend,439,Noord-Holland,2
2020-03-13,Schagen,441,Noord-Holland,2
2020-03-13,Velsen,453,Noord-Holland,1
2020-03-13,Zaanstad,479,Noord-Holland,2
2020-03-13,Alphen aan den Rijn,484,Zuid-Holland,4
2020-03-13,Barendrecht,489,Zuid-Holland,1
2020-03-13,Delft,503,Zuid-Holland,2
2020-03-13,Dordrecht,505,Zuid-Holland,1
2020-03-13,Gouda,513,Zuid-Holland,2
2020-03-13,'s-Gravenhage,518,Zuid-Holland,8
2020-03-13,Hardinxveld-Giessendam,523,Zuid-Holland,5
2020-03-13,Hellevoetsluis,530,Zuid-Holland,1
2020-03-13,Katwijk,537,Zuid-Holland,1
2020-03-13,Krimpen aan den IJssel,542,Zuid-Holland,1
2020-03-13,Leiden,546,Zuid-Holland,4
2020-03-13,Nieuwkoop,569,Zuid-Holland,1
2020-03-13,Noordwijk,575,Zuid-Holland,2
2020-03-13,Oegstgeest,579,Zuid-Holland,2
2020-03-13,Ridderkerk,597,Zuid-Holland,1
2020-03-13,Rotterdam,599,Zuid-Holland,20
2020-03-13,Albrandswaard,613,Zuid-Holland,1
2020-03-13,Westvoorne,614,Zuid-Holland,1
2020-03-13,Vlaardingen,622,Zuid-Holland,1
2020-03-13,Waddinxveen,627,Zuid-Holland,1
2020-03-13,Wassenaar,629,Zuid-Holland,1
2020-03-13,Woerden,632,Utrecht,2
2020-03-13,Borsele,654,Zeeland,1
2020-03-13,Goes,664,Zeeland,2
2020-03-13,West Maas en Waal,668,Gelderland,2
2020-03-13,Reimerswaal,703,Zeeland,1
2020-03-13,Veere,717,Zeeland,1
2020-03-13,Vlissingen,718,Zeeland,2
2020-03-13,Bergen op Zoom,748,Noord-Brabant,1
2020-03-13,Best,753,Noord-Brabant,3
2020-03-13,Boekel,755,Noord-Brabant,11
2020-03-13,Boxmeer,756,Noord-Brabant,1
2020-03-13,Boxtel,757,Noord-Brabant,1
2020-03-13,Breda,758,Noord-Brabant,53
2020-03-13,Deurne,762,Noord-Brabant,3
2020-03-13,Pekela,765,Groningen,1
2020-03-13,Dongen,766,Noord-Brabant,4
2020-03-13,Eersel,770,Noord-Brabant,1
2020-03-13,Eindhoven,772,Noord-Brabant,12
2020-03-13,Etten-Leur,777,Noord-Brabant,6
2020-03-13,Geertruidenberg,779,Noord-Brabant,1
2020-03-13,Gilze en Rijen,784,Noord-Brabant,1
2020-03-13,Goirle,785,Noord-Brabant,6
2020-03-13,Haaren,788,Noord-Brabant,7
2020-03-13,Helmond,794,Noord-Brabant,16
2020-03-13,'s-Hertogenbosch,796,Noord-Brabant,11
2020-03-13,Heusden,797,Noord-Brabant,4
2020-03-13,Hilvarenbeek,798,Noord-Brabant,5
2020-03-13,Loon op Zand,809,Noord-Brabant,7
2020-03-13,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,1
2020-03-13,Oisterwijk,824,Noord-Brabant,6
2020-03-13,Oosterhout,826,Noord-Brabant,3
2020-03-13,Oss,828,Noord-Brabant,3
2020-03-13,Sint-Michielsgestel,845,Noord-Brabant,5
2020-03-13,Son en Breugel,848,Noord-Brabant,2
2020-03-13,Waterland,852,Noord-Holland,1
2020-03-13,Tilburg,855,Noord-Brabant,67
2020-03-13,Uden,856,Noord-Brabant,25
2020-03-13,Veldhoven,861,Noord-Brabant,1
2020-03-13,Vught,865,Noord-Brabant,2
2020-03-13,Waalre,866,Noord-Brabant,1
2020-03-13,Waalwijk,867,Noord-Brabant,9
2020-03-13,Zundert,879,Noord-Brabant,3
2020-03-13,Landgraaf,882,Limburg,2
2020-03-13,Gennep,907,Limburg,1
2020-03-13,Heerlen,917,Limburg,2
2020-03-13,Maastricht,935,Limburg,10
2020-03-13,Nederweert,946,Limburg,1
2020-03-13,Roermond,957,Limburg,1
2020-03-13,Simpelveld,965,Limburg,2
2020-03-13,Stein,971,Limburg,1
2020-03-13,Venlo,983,Limburg,2
2020-03-13,Lelystad,995,Flevoland,3
2020-03-13,Horst aan de Maas,1507,Limburg,2
2020-03-13,Utrechtse Heuvelrug,1581,Utrecht,2
2020-03-13,Lansingerland,1621,Zuid-Holland,4
2020-03-13,Leudal,1640,Limburg,4
2020-03-13,Gemert-Bakel,1652,Noord-Brabant,11
2020-03-13,Heeze-Leende,1658,Noord-Brabant,1
2020-03-13,Laarbeek,1659,Noord-Brabant,1
2020-03-13,Roosendaal,1674,Noord-Brabant,2
2020-03-13,Schouwen-Duiveland,1676,Zeeland,2
2020-03-13,Cuijk,1684,Noord-Brabant,2
2020-03-13,Landerd,1685,Noord-Brabant,4
2020-03-13,Lingewaard,1705,Gelderland,2
2020-03-13,Cranendonck,1706,Noord-Brabant,2
2020-03-13,Moerdijk,1709,Noord-Brabant,1
2020-03-13,Drimmelen,1719,Noord-Brabant,5
2020-03-13,Bernheze,1721,Noord-Brabant,13
2020-03-13,Bergeijk,1724,Noord-Brabant,1
2020-03-13,Neder-Betuwe,1740,Gelderland,3
2020-03-13,Geldrop-Mierlo,1771,Noord-Brabant,2
2020-03-13,Dinkelland,1774,Overijssel,3
2020-03-13,Bronckhorst,1876,Gelderland,2
2020-03-13,Sittard-Geleen,1883,Limburg,23
2020-03-13,Peel en Maas,1894,Limburg,8
2020-03-13,Zwartewaterland,1896,Overijssel,2
2020-03-13,Súdwest-Fryslân,1900,Friesland,1
2020-03-13,Bodegraven-Reeuwijk,1901,Zuid-Holland,1
2020-03-13,Stichtse Vecht,1904,Utrecht,6
2020-03-13,Leidschendam-Voorburg,1916,Zuid-Holland,3
2020-03-13,Goeree-Overflakkee,1924,Zuid-Holland,1
2020-03-13,Pijnacker-Nootdorp,1926,Zuid-Holland,6
2020-03-13,Nissewaard,1930,Zuid-Holland,1
2020-03-13,Krimpenerwaard,1931,Zuid-Holland,3
2020-03-13,De Fryske Marren,1940,Friesland,2
2020-03-13,Gooise Meren,1942,Noord-Holland,3
2020-03-13,Berg en Dal,1945,Gelderland,5
2020-03-13,Meierijstad,1948,Noord-Brabant,25
2020-03-13,Beekdaelen,1954,Limburg,8
2020-03-13,Altena,1959,Noord-Brabant,8
2020-03-13,West Betuwe,1960,Gelderland,3
2020-03-13,Vijfheerenlanden,1961,Utrecht,2
2020-03-13,Hoeksche Waard,1963,Zuid-Holland,1
2020-03-14,,-1,,37
2020-03-14,Groningen,14,Groningen,3
2020-03-14,Almere,34,Flevoland,2
2020-03-14,Zeewolde,50,Flevoland,2
2020-03-14,Leeuwarden,80,Friesland,1
2020-03-14,Opsterland,86,Friesland,2
2020-03-14,Smallingerland,90,Friesland,2
2020-03-14,Coevorden,109,Drenthe,11
2020-03-14,Emmen,114,Drenthe,1
2020-03-14,Hoogeveen,118,Drenthe,2
2020-03-14,Almelo,141,Overijssel,1
2020-03-14,Borne,147,Overijssel,3
2020-03-14,Enschede,153,Overijssel,3
2020-03-14,Hellendoorn,163,Overijssel,2
2020-03-14,Noordoostpolder,171,Flevoland,2
2020-03-14,Oldenzaal,173,Overijssel,1
2020-03-14,Ommen,175,Overijssel,1
2020-03-14,Raalte,177,Overijssel,1
2020-03-14,Staphorst,180,Overijssel,1
2020-03-14,Tubbergen,183,Overijssel,1
2020-03-14,Zwolle,193,Overijssel,3
2020-03-14,Apeldoorn,200,Gelderland,3
2020-03-14,Arnhem,202,Gelderland,4
2020-03-14,Beuningen,209,Gelderland,4
2020-03-14,Buren,214,Gelderland,2
2020-03-14,Culemborg,216,Gelderland,2
2020-03-14,Druten,225,Gelderland,3
2020-03-14,Duiven,226,Gelderland,1
2020-03-14,Elburg,230,Gelderland,1
2020-03-14,Ermelo,233,Gelderland,5
2020-03-14,Harderwijk,243,Gelderland,2
2020-03-14,Nijmegen,268,Gelderland,9
2020-03-14,Oldebroek,269,Gelderland,1
2020-03-14,Renkum,274,Gelderland,7
2020-03-14,Rheden,275,Gelderland,1
2020-03-14,Tiel,281,Gelderland,2
2020-03-14,Voorst,285,Gelderland,1
2020-03-14,Wijchen,296,Gelderland,3
2020-03-14,Zaltbommel,297,Gelderland,1
2020-03-14,Nunspeet,302,Gelderland,1
2020-03-14,Dronten,303,Flevoland,3
2020-03-14,Amersfoort,307,Utrecht,4
2020-03-14,De Bilt,310,Utrecht,11
2020-03-14,Houten,321,Utrecht,13
2020-03-14,Soest,342,Utrecht,8
2020-03-14,Utrecht,344,Utrecht,30
2020-03-14,Veenendaal,345,Utrecht,1
2020-03-14,Woudenberg,351,Utrecht,1
2020-03-14,Wijk bij Duurstede,352,Utrecht,2
2020-03-14,IJsselstein,353,Utrecht,1
2020-03-14,Zeist,355,Utrecht,4
2020-03-14,Aalsmeer,358,Noord-Holland,3
2020-03-14,Alkmaar,361,Noord-Holland,1
2020-03-14,Amstelveen,362,Noord-Holland,3
2020-03-14,Amsterdam,363,Noord-Holland,31
2020-03-14,Bergen (NH.),373,Noord-Holland,1
2020-03-14,Beverwijk,375,Noord-Holland,5
2020-03-14,Blaricum,376,Noord-Holland,1
2020-03-14,Bloemendaal,377,Noord-Holland,1
2020-03-14,Castricum,383,Noord-Holland,4
2020-03-14,Diemen,384,Noord-Holland,2
2020-03-14,Haarlem,392,Noord-Holland,4
2020-03-14,Heemskerk,396,Noord-Holland,1
2020-03-14,Heemstede,397,Noord-Holland,2
2020-03-14,Heiloo,399,Noord-Holland,2
2020-03-14,Den Helder,400,Noord-Holland,1
2020-03-14,Huizen,406,Noord-Holland,1
2020-03-14,Landsmeer,415,Noord-Holland,2
2020-03-14,Langedijk,416,Noord-Holland,3
2020-03-14,Purmerend,439,Noord-Holland,2
2020-03-14,Schagen,441,Noord-Holland,3
2020-03-14,Velsen,453,Noord-Holland,1
2020-03-14,Zandvoort,473,Noord-Holland,1
2020-03-14,Zaanstad,479,Noord-Holland,2
2020-03-14,Alphen aan den Rijn,484,Zuid-Holland,6
2020-03-14,Barendrecht,489,Zuid-Holland,1
2020-03-14,Delft,503,Zuid-Holland,2
2020-03-14,Dordrecht,505,Zuid-Holland,1
2020-03-14,Gouda,513,Zuid-Holland,2
2020-03-14,'s-Gravenhage,518,Zuid-Holland,9
2020-03-14,Hardinxveld-Giessendam,523,Zuid-Holland,5
2020-03-14,Hellevoetsluis,530,Zuid-Holland,1
2020-03-14,Katwijk,537,Zuid-Holland,1
2020-03-14,Krimpen aan den IJssel,542,Zuid-Holland,1
2020-03-14,Leiden,546,Zuid-Holland,4
2020-03-14,Maassluis,556,Zuid-Holland,1
