Gemeente,Aantal,id,Datum
Lingewaard,,1705,2020-03-05
Cranendonck,,1706,2020-03-05
Steenwijkerland,,1708,2020-03-05
Moerdijk,,1709,2020-03-05
Echt-Susteren,,1711,2020-03-05
Sluis,,1714,2020-03-05
Drimmelen,,1719,2020-03-05
Bernheze,,1721,2020-03-05
Alphen-Chaam,,1723,2020-03-05
Bergeijk,,1724,2020-03-05
Bladel,,1728,2020-03-05
Gulpen-Wittem,,1729,2020-03-05
Tynaarlo,,1730,2020-03-05
Midden-Drenthe,,1731,2020-03-05
Overbetuwe,,1734,2020-03-05
Hof van Twente,,1735,2020-03-05
Neder-Betuwe,,1740,2020-03-05
Rijssen-Holten,,1742,2020-03-05
Geldrop-Mierlo,,1771,2020-03-05
Olst-Wijhe,,1773,2020-03-05
Dinkelland,,1774,2020-03-05
Westland,,1783,2020-03-05
Midden-Delfland,,1842,2020-03-05
Berkelland,,1859,2020-03-05
Bronckhorst,,1876,2020-03-05
Sittard-Geleen,2,1883,2020-03-05
Kaag en Braassem,,1884,2020-03-05
Dantumadiel,,1891,2020-03-05
Zuidplas,,1892,2020-03-05
Peel en Maas,,1894,2020-03-05
Oldambt,,1895,2020-03-05
Zwartewaterland,,1896,2020-03-05
Súdwest-Fryslân,,1900,2020-03-05
Bodegraven-Reeuwijk,,1901,2020-03-05
Eijsden-Margraten,,1903,2020-03-05
Stichtse Vecht,2,1904,2020-03-05
Hollands Kroon,,1911,2020-03-05
Leidschendam-Voorburg,,1916,2020-03-05
Goeree-Overflakkee,,1924,2020-03-05
Pijnacker-Nootdorp,2,1926,2020-03-05
Nissewaard,,1930,2020-03-05
Krimpenerwaard,,1931,2020-03-05
De Fryske Marren,,1940,2020-03-05
Gooise Meren,1,1942,2020-03-05
Berg en Dal,,1945,2020-03-05
Meierijstad,,1948,2020-03-05
Waadhoeke,,1949,2020-03-05
Westerwolde,,1950,2020-03-05
Midden-Groningen,,1952,2020-03-05
Beekdaelen,,1954,2020-03-05
Montferland,,1955,2020-03-05
Altena,4,1959,2020-03-05
West Betuwe,,1960,2020-03-05
Vijfheerenlanden,,1961,2020-03-05
Hoeksche Waard,1,1963,2020-03-05
Het Hogeland,,1966,2020-03-05
Westerkwartier,,1969,2020-03-05
Noardeast-Fryslân,,1970,2020-03-05
Molenlanden,,1978,2020-03-05
Appingedam,,3,2020-03-06
Delfzijl,,10,2020-03-06
Groningen,,14,2020-03-06
Loppersum,,24,2020-03-06
Almere,1,34,2020-03-06
Stadskanaal,,37,2020-03-06
Veendam,,47,2020-03-06
Zeewolde,1,50,2020-03-06
Achtkarspelen,,59,2020-03-06
Ameland,,60,2020-03-06
Harlingen,,72,2020-03-06
Heerenveen,,74,2020-03-06
Leeuwarden,,80,2020-03-06
Ooststellingwerf,,85,2020-03-06
Opsterland,,86,2020-03-06
Schiermonnikoog,,88,2020-03-06
Smallingerland,,90,2020-03-06
Terschelling,,93,2020-03-06
Vlieland,,96,2020-03-06
Weststellingwerf,,98,2020-03-06
Assen,,106,2020-03-06
Coevorden,3,109,2020-03-06
Emmen,,114,2020-03-06
Hoogeveen,,118,2020-03-06
Meppel,,119,2020-03-06
Almelo,,141,2020-03-06
Borne,1,147,2020-03-06
Dalfsen,,148,2020-03-06
Deventer,,150,2020-03-06
Enschede,,153,2020-03-06
Haaksbergen,,158,2020-03-06
Hardenberg,,160,2020-03-06
Hellendoorn,,163,2020-03-06
Hengelo (O),,164,2020-03-06
Kampen,,166,2020-03-06
Losser,,168,2020-03-06
Noordoostpolder,,171,2020-03-06
Oldenzaal,,173,2020-03-06
Ommen,,175,2020-03-06
Raalte,,177,2020-03-06
Staphorst,,180,2020-03-06
Tubbergen,,183,2020-03-06
Urk,,184,2020-03-06
Wierden,,189,2020-03-06
Zwolle,,193,2020-03-06
Aalten,,197,2020-03-06
Apeldoorn,,200,2020-03-06
Arnhem,1,202,2020-03-06
Barneveld,,203,2020-03-06
Beuningen,1,209,2020-03-06
Brummen,,213,2020-03-06
Buren,,214,2020-03-06
Culemborg,1,216,2020-03-06
Doesburg,,221,2020-03-06
Doetinchem,,222,2020-03-06
Druten,,225,2020-03-06
Duiven,,226,2020-03-06
Ede,,228,2020-03-06
Elburg,,230,2020-03-06
Epe,,232,2020-03-06
Ermelo,,233,2020-03-06
Harderwijk,,243,2020-03-06
Hattem,,244,2020-03-06
Heerde,,246,2020-03-06
Heumen,,252,2020-03-06
Lochem,,262,2020-03-06
Maasdriel,,263,2020-03-06
Nijkerk,,267,2020-03-06
Nijmegen,1,268,2020-03-06
Oldebroek,,269,2020-03-06
Putten,,273,2020-03-06
Renkum,1,274,2020-03-06
Rheden,,275,2020-03-06
Rozendaal,,277,2020-03-06
Scherpenzeel,,279,2020-03-06
Tiel,,281,2020-03-06
Voorst,,285,2020-03-06
Wageningen,,289,2020-03-06
Westervoort,,293,2020-03-06
Winterswijk,,294,2020-03-06
Wijchen,,296,2020-03-06
Zaltbommel,1,297,2020-03-06
Zevenaar,,299,2020-03-06
Zutphen,,301,2020-03-06
Nunspeet,,302,2020-03-06
Dronten,,303,2020-03-06
Amersfoort,,307,2020-03-06
Baarn,,308,2020-03-06
De Bilt,3,310,2020-03-06
Bunnik,,312,2020-03-06
Bunschoten,,313,2020-03-06
Eemnes,,317,2020-03-06
Houten,9,321,2020-03-06
Leusden,,327,2020-03-06
Lopik,,331,2020-03-06
Montfoort,,335,2020-03-06
Renswoude,,339,2020-03-06
Rhenen,,340,2020-03-06
Soest,6,342,2020-03-06
Utrecht,8,344,2020-03-06
Veenendaal,,345,2020-03-06
Woudenberg,,351,2020-03-06
Wijk bij Duurstede,1,352,2020-03-06
IJsselstein,,353,2020-03-06
Zeist,,355,2020-03-06
Nieuwegein,,356,2020-03-06
Aalsmeer,,358,2020-03-06
Alkmaar,,361,2020-03-06
Amstelveen,,362,2020-03-06
Amsterdam,2,363,2020-03-06
Beemster,,370,2020-03-06
Bergen (NH),,373,2020-03-06
Beverwijk,2,375,2020-03-06
Blaricum,1,376,2020-03-06
Bloemendaal,,377,2020-03-06
Castricum,,383,2020-03-06
Diemen,2,384,2020-03-06
Edam-Volendam,,385,2020-03-06
Enkhuizen,,388,2020-03-06
Haarlem,1,392,2020-03-06
Haarlemmermeer,,394,2020-03-06
Heemskerk,,396,2020-03-06
Heemstede,,397,2020-03-06
Heerhugowaard,,398,2020-03-06
Heiloo,,399,2020-03-06
Den Helder,,400,2020-03-06
Hilversum,,402,2020-03-06
Hoorn,,405,2020-03-06
Huizen,,406,2020-03-06
Landsmeer,,415,2020-03-06
Langedijk,,416,2020-03-06
Laren,,417,2020-03-06
Medemblik,,420,2020-03-06
Oostzaan,,431,2020-03-06
Opmeer,,432,2020-03-06
Ouder-Amstel,,437,2020-03-06
Purmerend,,439,2020-03-06
Schagen,,441,2020-03-06
Texel,,448,2020-03-06
Uitgeest,,450,2020-03-06
Uithoorn,,451,2020-03-06
Velsen,,453,2020-03-06
Weesp,,457,2020-03-06
Zandvoort,,473,2020-03-06
Zaanstad,,479,2020-03-06
Alblasserdam,,482,2020-03-06
Alphen aan den Rijn,1,484,2020-03-06
Barendrecht,,489,2020-03-06
Drechterland,,498,2020-03-06
Brielle,,501,2020-03-06
Capelle aan den IJssel,,502,2020-03-06
Delft,1,503,2020-03-06
Dordrecht,,505,2020-03-06
Gorinchem,,512,2020-03-06
Gouda,,513,2020-03-06
's-Gravenhage,2,518,2020-03-06
Hardinxveld-Giessendam,4,523,2020-03-06
Hellevoetsluis,,530,2020-03-06
Hendrik-Ido-Ambacht,,531,2020-03-06
Stede Broec,,532,2020-03-06
Hillegom,,534,2020-03-06
Katwijk,,537,2020-03-06
Krimpen aan den IJssel,,542,2020-03-06
Leiden,,546,2020-03-06
Leiderdorp,,547,2020-03-06
Lisse,,553,2020-03-06
Maassluis,,556,2020-03-06
Nieuwkoop,,569,2020-03-06
Noordwijk,,575,2020-03-06
Oegstgeest,,579,2020-03-06
Oudewater,,589,2020-03-06
Papendrecht,,590,2020-03-06
Ridderkerk,,597,2020-03-06
Rotterdam,9,599,2020-03-06
Rijswijk,,603,2020-03-06
Schiedam,,606,2020-03-06
Sliedrecht,,610,2020-03-06
Albrandswaard,,613,2020-03-06
Westvoorne,1,614,2020-03-06
Vlaardingen,,622,2020-03-06
Voorschoten,,626,2020-03-06
Waddinxveen,,627,2020-03-06
Wassenaar,,629,2020-03-06
Woerden,2,632,2020-03-06
Zoetermeer,,637,2020-03-06
Zoeterwoude,,638,2020-03-06
Zwijndrecht,,642,2020-03-06
Borsele,,654,2020-03-06
Goes,,664,2020-03-06
West Maas en Waal,1,668,2020-03-06
Hulst,,677,2020-03-06
Kapelle,,678,2020-03-06
Middelburg,,687,2020-03-06
Reimerswaal,,703,2020-03-06
Terneuzen,,715,2020-03-06
Tholen,,716,2020-03-06
Veere,,717,2020-03-06
Vlissingen,,718,2020-03-06
De Ronde Venen,,736,2020-03-06
Tytsjerksteradiel,,737,2020-03-06
Asten,,743,2020-03-06
Baarle-Nassau,,744,2020-03-06
Bergen op Zoom,,748,2020-03-06
Best,1,753,2020-03-06
Boekel,,755,2020-03-06
Boxmeer,,756,2020-03-06
Boxtel,,757,2020-03-06
Breda,2,758,2020-03-06
Deurne,,762,2020-03-06
Pekela,,765,2020-03-06
Dongen,1,766,2020-03-06
Eersel,,770,2020-03-06
Eindhoven,4,772,2020-03-06
Etten-Leur,,777,2020-03-06
Geertruidenberg,,779,2020-03-06
Gilze en Rijen,,784,2020-03-06
Goirle,,785,2020-03-06
Grave,,786,2020-03-06
Haaren,,788,2020-03-06
Helmond,4,794,2020-03-06
's-Hertogenbosch,,796,2020-03-06
Heusden,,797,2020-03-06
Hilvarenbeek,,798,2020-03-06
Loon op Zand,5,809,2020-03-06
Mill en Sint Hubert,,815,2020-03-06
"Nuenen, Gerwen en Nederwetten",,820,2020-03-06
Oirschot,,823,2020-03-06
Oisterwijk,1,824,2020-03-06
Oosterhout,,826,2020-03-06
Oss,1,828,2020-03-06
Rucphen,,840,2020-03-06
Sint-Michielsgestel,2,845,2020-03-06
Someren,,847,2020-03-06
Son en Breugel,,848,2020-03-06
Steenbergen,,851,2020-03-06
Waterland,,852,2020-03-06
Tilburg,4,855,2020-03-06
Uden,2,856,2020-03-06
Valkenswaard,,858,2020-03-06
Veldhoven,,861,2020-03-06
Vught,,865,2020-03-06
Waalre,1,866,2020-03-06
Waalwijk,1,867,2020-03-06
Woensdrecht,,873,2020-03-06
Zundert,,879,2020-03-06
Wormerland,,880,2020-03-06
Landgraaf,,882,2020-03-06
Beek,,888,2020-03-06
Beesel,,889,2020-03-06
Bergen (L),,893,2020-03-06
Brunssum,,899,2020-03-06
Gennep,,907,2020-03-06
Heerlen,,917,2020-03-06
Kerkrade,,928,2020-03-06
Maastricht,2,935,2020-03-06
Meerssen,,938,2020-03-06
Mook en Middelaar,,944,2020-03-06
Nederweert,,946,2020-03-06
Roermond,,957,2020-03-06
Simpelveld,2,965,2020-03-06
Stein,,971,2020-03-06
Vaals,,981,2020-03-06
Venlo,,983,2020-03-06
Venray,,984,2020-03-06
Voerendaal,,986,2020-03-06
Weert,,988,2020-03-06
Valkenburg aan de Geul,,994,2020-03-06
Lelystad,,995,2020-03-06
Horst aan de Maas,,1507,2020-03-06
Oude IJsselstreek,,1509,2020-03-06
Teylingen,,1525,2020-03-06
Utrechtse Heuvelrug,1,1581,2020-03-06
Oost Gelre,,1586,2020-03-06
Koggenland,,1598,2020-03-06
Lansingerland,1,1621,2020-03-06
Leudal,,1640,2020-03-06
Maasgouw,,1641,2020-03-06
Gemert-Bakel,1,1652,2020-03-06
Halderberge,,1655,2020-03-06
Heeze-Leende,,1658,2020-03-06
Laarbeek,,1659,2020-03-06
Reusel-De Mierden,,1667,2020-03-06
Roerdalen,,1669,2020-03-06
Roosendaal,,1674,2020-03-06
Schouwen-Duiveland,,1676,2020-03-06
Aa en Hunze,,1680,2020-03-06
Borger-Odoorn,,1681,2020-03-06
Cuijk,,1684,2020-03-06
Landerd,,1685,2020-03-06
De Wolden,,1690,2020-03-06
Noord-Beveland,,1695,2020-03-06
Wijdemeren,,1696,2020-03-06
Noordenveld,,1699,2020-03-06
Twenterand,,1700,2020-03-06
Westerveld,,1701,2020-03-06
Sint Anthonis,,1702,2020-03-06
Lingewaard,1,1705,2020-03-06
Cranendonck,,1706,2020-03-06
Steenwijkerland,,1708,2020-03-06
Moerdijk,,1709,2020-03-06
Echt-Susteren,,1711,2020-03-06
Sluis,,1714,2020-03-06
Drimmelen,,1719,2020-03-06
Bernheze,,1721,2020-03-06
Alphen-Chaam,,1723,2020-03-06
Bergeijk,,1724,2020-03-06
Bladel,,1728,2020-03-06
Gulpen-Wittem,,1729,2020-03-06
Tynaarlo,,1730,2020-03-06
Midden-Drenthe,,1731,2020-03-06
Overbetuwe,,1734,2020-03-06
Hof van Twente,,1735,2020-03-06
Neder-Betuwe,,1740,2020-03-06
Rijssen-Holten,,1742,2020-03-06
Geldrop-Mierlo,,1771,2020-03-06
Olst-Wijhe,,1773,2020-03-06
Dinkelland,,1774,2020-03-06
Westland,,1783,2020-03-06
Midden-Delfland,,1842,2020-03-06
Berkelland,,1859,2020-03-06
Bronckhorst,1,1876,2020-03-06
Sittard-Geleen,4,1883,2020-03-06
Kaag en Braassem,,1884,2020-03-06
Dantumadiel,,1891,2020-03-06
Zuidplas,,1892,2020-03-06
Peel en Maas,,1894,2020-03-06
Oldambt,,1895,2020-03-06
Zwartewaterland,,1896,2020-03-06
Súdwest-Fryslân,,1900,2020-03-06
Bodegraven-Reeuwijk,,1901,2020-03-06
Eijsden-Margraten,,1903,2020-03-06
Stichtse Vecht,3,1904,2020-03-06
Hollands Kroon,,1911,2020-03-06
Leidschendam-Voorburg,,1916,2020-03-06
Goeree-Overflakkee,,1924,2020-03-06
Pijnacker-Nootdorp,2,1926,2020-03-06
Nissewaard,,1930,2020-03-06
Krimpenerwaard,,1931,2020-03-06
De Fryske Marren,,1940,2020-03-06
Gooise Meren,2,1942,2020-03-06
Berg en Dal,,1945,2020-03-06
Meierijstad,,1948,2020-03-06
Waadhoeke,,1949,2020-03-06
Westerwolde,,1950,2020-03-06
Midden-Groningen,,1952,2020-03-06
Beekdaelen,1,1954,2020-03-06
Montferland,,1955,2020-03-06
Altena,4,1959,2020-03-06
West Betuwe,1,1960,2020-03-06
Vijfheerenlanden,,1961,2020-03-06
Hoeksche Waard,1,1963,2020-03-06
Het Hogeland,,1966,2020-03-06
Westerkwartier,,1969,2020-03-06
Noardeast-Fryslân,,1970,2020-03-06
Molenlanden,,1978,2020-03-06
Appingedam,,3,2020-03-07
Delfzijl,,10,2020-03-07
Groningen,,14,2020-03-07
Loppersum,,24,2020-03-07
Almere,1,34,2020-03-07
Stadskanaal,,37,2020-03-07
Veendam,,47,2020-03-07
Zeewolde,1,50,2020-03-07
Achtkarspelen,,59,2020-03-07
Ameland,,60,2020-03-07
Harlingen,,72,2020-03-07
Heerenveen,,74,2020-03-07
Leeuwarden,,80,2020-03-07
Ooststellingwerf,,85,2020-03-07
Opsterland,,86,2020-03-07
Schiermonnikoog,,88,2020-03-07
Smallingerland,,90,2020-03-07
Terschelling,,93,2020-03-07
Vlieland,,96,2020-03-07
Weststellingwerf,,98,2020-03-07
Assen,,106,2020-03-07
Coevorden,3,109,2020-03-07
Emmen,,114,2020-03-07
Hoogeveen,,118,2020-03-07
Meppel,,119,2020-03-07
Almelo,,141,2020-03-07
Borne,2,147,2020-03-07
Dalfsen,,148,2020-03-07
Deventer,,150,2020-03-07
Enschede,,153,2020-03-07
Haaksbergen,,158,2020-03-07
Hardenberg,,160,2020-03-07
Hellendoorn,1,163,2020-03-07
Hengelo (O),,164,2020-03-07
Kampen,,166,2020-03-07
Losser,,168,2020-03-07
Noordoostpolder,,171,2020-03-07
Oldenzaal,,173,2020-03-07
Ommen,,175,2020-03-07
Raalte,,177,2020-03-07
Staphorst,,180,2020-03-07
Tubbergen,,183,2020-03-07
Urk,,184,2020-03-07
Wierden,,189,2020-03-07
Zwolle,,193,2020-03-07
Aalten,,197,2020-03-07
Apeldoorn,,200,2020-03-07
Arnhem,1,202,2020-03-07
Barneveld,,203,2020-03-07
Beuningen,1,209,2020-03-07
Brummen,,213,2020-03-07
Buren,,214,2020-03-07
Culemborg,1,216,2020-03-07
Doesburg,,221,2020-03-07
Doetinchem,,222,2020-03-07
Druten,,225,2020-03-07
Duiven,,226,2020-03-07
Ede,,228,2020-03-07
Elburg,,230,2020-03-07
Epe,,232,2020-03-07
Ermelo,,233,2020-03-07
Harderwijk,,243,2020-03-07
Hattem,,244,2020-03-07
Heerde,,246,2020-03-07
Heumen,,252,2020-03-07
Lochem,,262,2020-03-07
Maasdriel,,263,2020-03-07
Nijkerk,,267,2020-03-07
Nijmegen,2,268,2020-03-07
Oldebroek,,269,2020-03-07
Putten,,273,2020-03-07
Renkum,1,274,2020-03-07
Rheden,,275,2020-03-07
Rozendaal,,277,2020-03-07
Scherpenzeel,,279,2020-03-07
Tiel,,281,2020-03-07
Voorst,,285,2020-03-07
Wageningen,,289,2020-03-07
Westervoort,,293,2020-03-07
Winterswijk,,294,2020-03-07
Wijchen,,296,2020-03-07
Zaltbommel,1,297,2020-03-07
Zevenaar,,299,2020-03-07
Zutphen,,301,2020-03-07
Nunspeet,,302,2020-03-07
Dronten,,303,2020-03-07
Amersfoort,,307,2020-03-07
Baarn,,308,2020-03-07
De Bilt,6,310,2020-03-07
Bunnik,,312,2020-03-07
Bunschoten,,313,2020-03-07
Eemnes,,317,2020-03-07
Houten,13,321,2020-03-07
Leusden,,327,2020-03-07
Lopik,,331,2020-03-07
Montfoort,,335,2020-03-07
Renswoude,,339,2020-03-07
Rhenen,,340,2020-03-07
Soest,7,342,2020-03-07
Utrecht,11,344,2020-03-07
Veenendaal,,345,2020-03-07
Woudenberg,,351,2020-03-07
Wijk bij Duurstede,1,352,2020-03-07
IJsselstein,,353,2020-03-07
Zeist,1,355,2020-03-07
Nieuwegein,,356,2020-03-07
Aalsmeer,,358,2020-03-07
Alkmaar,,361,2020-03-07
Amstelveen,1,362,2020-03-07
Amsterdam,3,363,2020-03-07
Beemster,,370,2020-03-07
Bergen (NH),,373,2020-03-07
Beverwijk,3,375,2020-03-07
Blaricum,1,376,2020-03-07
Bloemendaal,1,377,2020-03-07
Castricum,,383,2020-03-07
Diemen,2,384,2020-03-07
Edam-Volendam,,385,2020-03-07
Enkhuizen,,388,2020-03-07
Haarlem,1,392,2020-03-07
Haarlemmermeer,,394,2020-03-07
Heemskerk,,396,2020-03-07
Heemstede,,397,2020-03-07
Heerhugowaard,,398,2020-03-07
Heiloo,,399,2020-03-07
Den Helder,,400,2020-03-07
Hilversum,,402,2020-03-07
Hoorn,,405,2020-03-07
Huizen,,406,2020-03-07
Landsmeer,1,415,2020-03-07
Langedijk,,416,2020-03-07
Laren,,417,2020-03-07
Medemblik,,420,2020-03-07
Oostzaan,,431,2020-03-07
Opmeer,,432,2020-03-07
Ouder-Amstel,,437,2020-03-07
Purmerend,,439,2020-03-07
Schagen,,441,2020-03-07
Texel,,448,2020-03-07
Uitgeest,,450,2020-03-07
Uithoorn,,451,2020-03-07
Velsen,,453,2020-03-07
Weesp,,457,2020-03-07
Zandvoort,,473,2020-03-07
Zaanstad,2,479,2020-03-07
Alblasserdam,,482,2020-03-07
Alphen aan den Rijn,1,484,2020-03-07
Barendrecht,,489,2020-03-07
Drechterland,,498,2020-03-07
Brielle,,501,2020-03-07
Capelle aan den IJssel,,502,2020-03-07
Delft,1,503,2020-03-07
Dordrecht,,505,2020-03-07
Gorinchem,,512,2020-03-07
Gouda,,513,2020-03-07
's-Gravenhage,2,518,2020-03-07
Hardinxveld-Giessendam,4,523,2020-03-07
Hellevoetsluis,,530,2020-03-07
Hendrik-Ido-Ambacht,,531,2020-03-07
Stede Broec,,532,2020-03-07
Hillegom,,534,2020-03-07
Katwijk,,537,2020-03-07
Krimpen aan den IJssel,,542,2020-03-07
Leiden,,546,2020-03-07
Leiderdorp,,547,2020-03-07
Lisse,,553,2020-03-07
Maassluis,,556,2020-03-07
Nieuwkoop,,569,2020-03-07
Noordwijk,,575,2020-03-07
Oegstgeest,1,579,2020-03-07
Oudewater,,589,2020-03-07
Papendrecht,,590,2020-03-07
Ridderkerk,1,597,2020-03-07
Rotterdam,11,599,2020-03-07
Rijswijk,,603,2020-03-07
Schiedam,,606,2020-03-07
Sliedrecht,,610,2020-03-07
Albrandswaard,,613,2020-03-07
Westvoorne,1,614,2020-03-07
Vlaardingen,,622,2020-03-07
Voorschoten,,626,2020-03-07
Waddinxveen,,627,2020-03-07
Wassenaar,,629,2020-03-07
Woerden,2,632,2020-03-07
Zoetermeer,,637,2020-03-07
Zoeterwoude,,638,2020-03-07
Zwijndrecht,,642,2020-03-07
Borsele,,654,2020-03-07
Goes,,664,2020-03-07
West Maas en Waal,1,668,2020-03-07
Hulst,,677,2020-03-07
Kapelle,,678,2020-03-07
Middelburg,,687,2020-03-07
Reimerswaal,,703,2020-03-07
Terneuzen,,715,2020-03-07
Tholen,,716,2020-03-07
Veere,,717,2020-03-07
Vlissingen,,718,2020-03-07
De Ronde Venen,,736,2020-03-07
Tytsjerksteradiel,,737,2020-03-07
Asten,,743,2020-03-07
Baarle-Nassau,,744,2020-03-07
Bergen op Zoom,,748,2020-03-07
Best,1,753,2020-03-07
Boekel,,755,2020-03-07
Boxmeer,,756,2020-03-07
Boxtel,,757,2020-03-07
Breda,2,758,2020-03-07
Deurne,,762,2020-03-07
Pekela,,765,2020-03-07
Dongen,2,766,2020-03-07
Eersel,,770,2020-03-07
Eindhoven,4,772,2020-03-07
Etten-Leur,,777,2020-03-07
Geertruidenberg,,779,2020-03-07
Gilze en Rijen,,784,2020-03-07
Goirle,,785,2020-03-07
Grave,,786,2020-03-07
Haaren,,788,2020-03-07
Helmond,4,794,2020-03-07
's-Hertogenbosch,2,796,2020-03-07
Heusden,1,797,2020-03-07
Hilvarenbeek,,798,2020-03-07
Loon op Zand,7,809,2020-03-07
Mill en Sint Hubert,,815,2020-03-07
"Nuenen, Gerwen en Nederwetten",,820,2020-03-07
Oirschot,,823,2020-03-07
Oisterwijk,3,824,2020-03-07
Oosterhout,,826,2020-03-07
Oss,1,828,2020-03-07
Rucphen,,840,2020-03-07
Sint-Michielsgestel,3,845,2020-03-07
Someren,,847,2020-03-07
Son en Breugel,,848,2020-03-07
Steenbergen,,851,2020-03-07
Waterland,,852,2020-03-07
Tilburg,10,855,2020-03-07
Uden,6,856,2020-03-07
Valkenswaard,,858,2020-03-07
Veldhoven,,861,2020-03-07
Vught,,865,2020-03-07
Waalre,1,866,2020-03-07
Waalwijk,3,867,2020-03-07
Woensdrecht,,873,2020-03-07
Zundert,,879,2020-03-07
Wormerland,,880,2020-03-07
Landgraaf,,882,2020-03-07
Beek,,888,2020-03-07
Beesel,,889,2020-03-07
Bergen (L),,893,2020-03-07
Brunssum,,899,2020-03-07
Gennep,,907,2020-03-07
Heerlen,,917,2020-03-07
Kerkrade,,928,2020-03-07
Maastricht,3,935,2020-03-07
Meerssen,,938,2020-03-07
Mook en Middelaar,,944,2020-03-07
Nederweert,,946,2020-03-07
Roermond,,957,2020-03-07
Simpelveld,2,965,2020-03-07
Stein,,971,2020-03-07
Vaals,,981,2020-03-07
Venlo,,983,2020-03-07
Venray,,984,2020-03-07
Voerendaal,,986,2020-03-07
Weert,,988,2020-03-07
Valkenburg aan de Geul,,994,2020-03-07
Lelystad,,995,2020-03-07
Horst aan de Maas,,1507,2020-03-07
Oude IJsselstreek,,1509,2020-03-07
Teylingen,,1525,2020-03-07
Utrechtse Heuvelrug,1,1581,2020-03-07
Oost Gelre,,1586,2020-03-07
Koggenland,,1598,2020-03-07
Lansingerland,2,1621,2020-03-07
Leudal,,1640,2020-03-07
Maasgouw,,1641,2020-03-07
Gemert-Bakel,1,1652,2020-03-07
Halderberge,,1655,2020-03-07
Heeze-Leende,,1658,2020-03-07
Laarbeek,,1659,2020-03-07
Reusel-De Mierden,,1667,2020-03-07
Roerdalen,,1669,2020-03-07
Roosendaal,,1674,2020-03-07
Schouwen-Duiveland,1,1676,2020-03-07
Aa en Hunze,,1680,2020-03-07
Borger-Odoorn,,1681,2020-03-07
Cuijk,,1684,2020-03-07
Landerd,,1685,2020-03-07
De Wolden,,1690,2020-03-07
Noord-Beveland,,1695,2020-03-07
Wijdemeren,,1696,2020-03-07
Noordenveld,,1699,2020-03-07
Twenterand,,1700,2020-03-07
Westerveld,,1701,2020-03-07
Sint Anthonis,,1702,2020-03-07
Lingewaard,2,1705,2020-03-07
Cranendonck,,1706,2020-03-07
Steenwijkerland,,1708,2020-03-07
Moerdijk,,1709,2020-03-07
Echt-Susteren,,1711,2020-03-07
Sluis,,1714,2020-03-07
Drimmelen,,1719,2020-03-07
Bernheze,1,1721,2020-03-07
Alphen-Chaam,,1723,2020-03-07
Bergeijk,,1724,2020-03-07
Bladel,,1728,2020-03-07
Gulpen-Wittem,,1729,2020-03-07
Tynaarlo,,1730,2020-03-07
Midden-Drenthe,,1731,2020-03-07
Overbetuwe,,1734,2020-03-07
Hof van Twente,,1735,2020-03-07
Neder-Betuwe,,1740,2020-03-07
Rijssen-Holten,,1742,2020-03-07
Geldrop-Mierlo,,1771,2020-03-07
Olst-Wijhe,,1773,2020-03-07
Dinkelland,1,1774,2020-03-07
Westland,,1783,2020-03-07
Midden-Delfland,,1842,2020-03-07
Berkelland,,1859,2020-03-07
Bronckhorst,1,1876,2020-03-07
Sittard-Geleen,4,1883,2020-03-07
Kaag en Braassem,,1884,2020-03-07
Dantumadiel,,1891,2020-03-07
Zuidplas,,1892,2020-03-07
Peel en Maas,,1894,2020-03-07
Oldambt,,1895,2020-03-07
Zwartewaterland,,1896,2020-03-07
Súdwest-Fryslân,,1900,2020-03-07
Bodegraven-Reeuwijk,,1901,2020-03-07
Eijsden-Margraten,,1903,2020-03-07
Stichtse Vecht,4,1904,2020-03-07
Hollands Kroon,,1911,2020-03-07
Leidschendam-Voorburg,1,1916,2020-03-07
Goeree-Overflakkee,,1924,2020-03-07
Pijnacker-Nootdorp,2,1926,2020-03-07
Nissewaard,,1930,2020-03-07
Krimpenerwaard,,1931,2020-03-07
De Fryske Marren,,1940,2020-03-07
Gooise Meren,2,1942,2020-03-07
Berg en Dal,,1945,2020-03-07
Meierijstad,1,1948,2020-03-07
Waadhoeke,,1949,2020-03-07
Westerwolde,,1950,2020-03-07
Midden-Groningen,,1952,2020-03-07
Beekdaelen,2,1954,2020-03-07
Montferland,,1955,2020-03-07
Altena,4,1959,2020-03-07
West Betuwe,2,1960,2020-03-07
Vijfheerenlanden,1,1961,2020-03-07
Hoeksche Waard,2,1963,2020-03-07
Het Hogeland,,1966,2020-03-07
Westerkwartier,,1969,2020-03-07
Noardeast-Fryslân,,1970,2020-03-07
Molenlanden,,1978,2020-03-07
Appingedam,,3,2020-03-08
Delfzijl,,10,2020-03-08
Groningen,,14,2020-03-08
Loppersum,,24,2020-03-08
Almere,1,34,2020-03-08
Stadskanaal,,37,2020-03-08
Veendam,,47,2020-03-08
Zeewolde,1,50,2020-03-08
Achtkarspelen,,59,2020-03-08
Ameland,,60,2020-03-08
Harlingen,,72,2020-03-08
Heerenveen,,74,2020-03-08
Leeuwarden,,80,2020-03-08
Ooststellingwerf,,85,2020-03-08
Opsterland,,86,2020-03-08
Schiermonnikoog,,88,2020-03-08
Smallingerland,,90,2020-03-08
Terschelling,,93,2020-03-08
Vlieland,,96,2020-03-08
Weststellingwerf,,98,2020-03-08
Assen,,106,2020-03-08
Coevorden,7,109,2020-03-08
Emmen,1,114,2020-03-08
Hoogeveen,,118,2020-03-08
